objective_value,generation,evaluations
6793.974160610219,0,30
6585.283329559051,1,104
5410.391809556182,2,176
4314.371418504884,3,220
4284.304070901964,4,285
2402.418182126311,5,340
2249.5731046354417,6,400
1853.4786196592097,7,447
1699.160107544121,8,521
607.6979458126764,9,574
697.3098704233224,10,635
569.9245243562692,11,695
326.2611679165868,12,765
297.1160315644922,13,812
161.29871107738353,14,868
150.54634000208196,15,934
182.14836887400605,16,982
137.7635783997043,17,1060
63.11683940585886,18,1132
49.05802712992877,19,1179
42.77059119678677,20,1246
13.471116376952388,21,1321
32.863342914901544,22,1380
30.39126283338388,23,1445
16.793673775993696,24,1504
4.306241181133354,25,1563
10.053640932429577,26,1637
15.561888832681998,27,1697
7.731175201764618,28,1754
12.872749412927321,29,1823
30.665455848457995,30,1874
26.974053774487427,31,1942
14.170391846098724,32,2009
5.498899434921794,33,2060
1.2751094224564246,34,2130
22.675004036510234,35,2183
17.127945286270105,36,2268
30.36000965177596,37,2341
24.20662382659434,38,2410
11.831065509082089,39,2484
11.39355229269369,40,2544
9.721308899621691,41,2617
20.557971955363254,42,2674
26.614663468157254,43,2762
39.86786819014433,44,2812
16.421217953318926,45,2887
16.338067298912215,46,2952
12.117953132895211,47,3005
9.61223043409598,48,3084
26.318430205954517,49,3158
24.144147337694214,50,3235
12.295219440657313,51,3292
15.814828505191832,52,3370
22.372317098152376,53,3424
6.168224734823715,54,3492
29.057974317244742,55,3573
6.9270224808593035,56,3636
21.038783009784975,57,3701
24.185919060225068,58,3771
19.47038695203097,59,3840
4.346050576824008,60,3922
1.3019206073331906,61,3987
3.4877971259898355,62,4059
16.678397341247333,63,4129
7.698469744042461,64,4197
6.886008069065502,65,4269
18.83080427802118,66,4327
24.25246320922476,67,4388
2.6932083519132113,68,4460
10.535707676856417,69,4521
13.25065646167356,70,4592
12.348399260847822,71,4665
20.458789541465855,72,4713
18.26173692800596,73,4787
27.31925090559563,74,4846
18.846523364269316,75,4939
21.440311810157805,76,4993
32.17806402110025,77,5060
22.349289972761277,78,5117
16.95412409286538,79,5201
28.77380568059953,80,5255
9.967492477014451,81,5328
13.715451074302212,82,5393
12.121502110309498,83,5449
10.510238763135725,84,5517
7.9727851864949315,85,5572
13.19598705603877,86,5642
17.214299036860883,87,5700
29.946975270741913,88,5768
22.665328806160627,89,5841
15.425235187508079,90,5909
6.635224584896602,91,5965
13.81024481243008,92,6030
8.574439469550065,93,6092
11.265569970536308,94,6160
13.572048455430707,95,6233
9.08008753354694,96,6304
15.502193742249741,97,6372
19.564604127591892,98,6431
33.75646051264814,99,6502
9.585724183567292,100,6568
11.61190947915205,101,6645
13.48393365960334,102,6700
8.230733764060798,103,6772
19.754067277156608,104,6822
10.670917770566696,105,6908
21.215027414071546,106,6957
2.4465501352814734,107,7035
18.879797891897546,108,7087
9.361774905507033,109,7164
15.736886791087885,110,7218
12.50637856095174,111,7301
12.346856462214191,112,7349
16.49737638226707,113,7426
12.121186613934242,114,7499
11.322758071605335,115,7567
5.53602051835582,116,7637
15.084775757279907,117,7681
22.538205177053776,118,7728
40.568175063515916,119,7804
28.06377654917624,120,7859
25.644201941162525,121,7935
36.685700335122476,122,7986
12.969519424019115,123,8047
13.66869902549152,124,8106
4.349378154640383,125,8169
11.995944350413312,126,8239
1.7258799021864375,127,8295
9.043617275278397,128,8364
8.654482233472502,129,8424
7.0133111444054475,130,8491
8.910672466092633,131,8549
10.691334735002874,132,8645
20.838074812426807,133,8693
10.42499284147343,134,8779
31.224393802828025,135,8836
19.997447033271616,136,8910
7.147539618845853,137,8979
13.613625613388397,138,9044
19.614813103025732,139,9111
8.57079432037582,140,9193
21.150427688676096,141,9253
5.679801136899563,142,9317
20.55303102293509,143,9382
5.666922064666249,144,9461
13.211459870533343,145,9516
19.875173799097002,146,9589
67.02682024389803,147,9641
51.4225680106318,148,9704
9.209274898444523,149,9777
16.4019944090851,150,9837
16.12486435505079,151,9893
8.01350740362365,152,9976
35.952720751815676,153,10024
42.695064098679964,154,10105
11.436585449770142,155,10188
22.112045972943136,156,10240
18.635863645736347,157,10302
6.726550981646328,158,10371
12.11262002823036,159,10431
4.9508002533547915,160,10501
15.508632534722777,161,10557
26.35915888993775,162,10628
6.122777864507036,163,10693
12.418416959662977,164,10758
12.289786795452766,165,10839
21.62639821643196,166,10890
22.158494552753204,167,10962
29.493369122083344,168,11026
10.913577752504281,169,11090
7.6540263051213,170,11150
12.739967972044404,171,11233
26.236807974239813,172,11286
8.095741386539219,173,11364
30.668048422862242,174,11422
38.11905603758353,175,11498
71.46892772847617,176,11559
20.71557372382758,177,11621
10.698285778477729,178,11701
54.93976643925379,179,11752
16.707453514709474,180,11836
7.143943551499704,181,11882
7.489467986186884,182,11946
11.423737034997153,183,12016
13.87143794077127,184,12065
15.544375349260703,185,12154
46.29952695246076,186,12201
25.082700798983396,187,12274
11.386184194563318,188,12349
8.488679977313502,189,12410
14.025692564263407,190,12484
27.743881840726797,191,12546
20.276096648039108,192,12630
21.46557509104584,193,12689
7.527850303707912,194,12754
20.129052209186142,195,12808
24.052729253803708,196,12890
18.54618200457942,197,12952
16.284085961236382,198,13028
19.194852501052896,199,13094
3.704365333103804,200,13171
8.022633219187336,201,13222
12.139197571251191,202,13311
7.9046115986014645,203,13359
8.922495123554599,204,13432
8.595872001012914,205,13498
10.73878228871322,206,13574
8.952749693498149,207,13644
7.37958333898687,208,13705
4.057052158082428,209,13770
9.924711368146216,210,13829
15.085778741119418,211,13899
14.98739896384412,212,13958
13.538392787526671,213,14021
20.28175404095113,214,14086
15.101671753099208,215,14147
8.567778821443303,216,14223
14.090184945062951,217,14285
8.610466952711596,218,14364
6.628415000639382,219,14425
19.363533001476725,220,14497
23.64882408763371,221,14556
38.71603683667469,222,14622
15.96345362914883,223,14679
33.960371360234504,224,14745
14.867803765710258,225,14813
20.108378877501977,226,14884
9.667899673127458,227,14958
8.972622163753151,228,15010
23.00461592801686,229,15075
16.871029315189407,230,15134
16.804545631885397,231,15201
20.068322870879,232,15263
36.44529337661241,233,15334
25.029655592738933,234,15389
28.901281896700727,235,15458
7.655795109461623,236,15530
9.303341585770841,237,15591
6.9413029803539805,238,15648
11.42735193958324,239,15722
28.427511052739565,240,15788
7.74986879846846,241,15860
3.8444044298218367,242,15935
15.487842418955758,243,16002
19.930684739935007,244,16072
13.268813746102294,245,16154
9.129489979657862,246,16210
13.008659585362457,247,16281
44.95053714703117,248,16346
49.44144758930903,249,16413
4.781413037447349,250,16498
15.434792446376482,251,16554
12.263830011458568,252,16617
16.92803217734475,253,16678
20.695896683874906,254,16746
30.461575280301656,255,16802
10.735270600290342,256,16873
18.894157521040885,257,16925
8.523465389354461,258,17003
9.945356806859085,259,17074
4.39960971048639,260,17132
6.4196394423583,261,17192
11.388778176112048,262,17256
9.585366777459017,263,17329
14.006692976739906,264,17402
11.489234435263665,265,17474
13.399304393484348,266,17535
7.286558324745367,267,17603
33.18310013090503,268,17674
8.552790891347149,269,17739
25.79393104213067,270,17808
11.660231373127933,271,17865
6.874624227338343,272,17945
16.36063739510427,273,18006
13.248080133499062,274,18066
23.690152025553246,275,18139
8.140806165045786,276,18201
9.186809775570088,277,18273
18.986072592832265,278,18325
22.856245194128892,279,18387
18.479473945055062,280,18450
14.21284674835065,281,18512
13.822531748226854,282,18570
11.001383103279325,283,18659
17.023101264498475,284,18708
9.442120621957429,285,18779
19.833633549489115,286,18820
25.128295300029336,287,18893
24.024842547252685,288,18955
44.07381831189674,289,19012
17.930991364001645,290,19085
49.42164210425781,291,19132
58.640318013237334,292,19190
55.101377844651,293,19274
25.94499286343654,294,19328
43.63192538330181,295,19403
31.631004411270496,296,19467
9.57357157181965,297,19540
16.643382431154404,298,19594
9.962819729850725,299,19652
3.5647310583730163,300,19729
16.76621861028727,301,19784
26.802924413512454,302,19856
20.656106581169258,303,19907
21.353298278703868,304,19974
13.072805967935757,305,20045
16.647113165852875,306,20110
24.164469109633398,307,20168
21.927435820002962,308,20237
24.739422526402105,309,20326
37.869213614574356,310,20391
17.274291523786612,311,20456
8.36978323773771,312,20521
3.294193997713697,313,20584
17.380561704799835,314,20641
8.907082060637086,315,20717
18.113691253703788,316,20773
23.86846885328407,317,20837
2.6321062686775525,318,20912
10.046887393303129,319,20981
10.371764164713895,320,21052
7.439175121272076,321,21122
33.779914121094635,322,21187
17.79789996199681,323,21264
38.1213366852123,324,21334
15.309218224909895,325,21391
16.276041869093465,326,21461
14.986459275780712,327,21523
9.702094797295324,328,21590
8.394408407517904,329,21655
18.006127398317624,330,21746
26.078090356957965,331,21802
25.681602759284676,332,21862
8.691429628429985,333,21931
10.426571938388514,334,22002
18.37436197224495,335,22080
14.961653648008625,336,22127
21.794713842723194,337,22188
11.17054321624196,338,22267
24.53483022827517,339,22313
23.444153865661594,340,22393
10.118009460775461,341,22465
8.403276853797479,342,22512
10.59345677222151,343,22580
5.5722527251251375,344,22658
18.572652471857346,345,22703
15.777227413290126,346,22779
4.199708129654537,347,22843
12.192718298286515,348,22917
15.338651486158364,349,22989
5.982478896840421,350,23048
8.694516394401083,351,23138
14.086213055866107,352,23194
8.832739701535605,353,23270
14.348739702265364,354,23335
17.315664306298736,355,23417
20.64966963569361,356,23466
6.5095631868546455,357,23542
18.377417854170094,358,23607
16.971120782281265,359,23680
9.725268844093312,360,23737
13.673128015961357,361,23821
25.493969666635664,362,23877
10.212445108105083,363,23941
30.62656355408507,364,24000
32.77442011568185,365,24058
26.304510569319298,366,24121
40.996283364636824,367,24197
27.232776493510272,368,24257
25.743337876347333,369,24335
10.133672560235777,370,24387
12.866688795711875,371,24463
18.73257405088449,372,24508
19.964969634056683,373,24597
2.6264751283440866,374,24663
8.727417151620433,375,24712
12.755329209346549,376,24787
18.882411085842925,377,24849
23.622068094985483,378,24924
31.29703028612274,379,24995
10.484432033053544,380,25073
7.461193248173648,381,25125
6.853557124951171,382,25201
15.016055350442333,383,25254
13.433154261615876,384,25337
20.526224289181485,385,25386
5.050380882650963,386,25468
7.443650452879686,387,25523
6.315957102254821,388,25587
11.566041306722061,389,25661
4.9444227255747775,390,25725
10.390160914207524,391,25799
22.85655816014227,392,25867
3.18419549656129,393,25931
6.594132957241148,394,25993
21.132265972067664,395,26057
17.77601400147284,396,26122
16.24537189185311,397,26197
41.60372676058413,398,26246
29.68123304609454,399,26328
31.47793010197636,400,26386
30.685703434821498,401,26473
20.60276314137077,402,26533
19.568689364101832,403,26617
37.920477908278336,404,26672
30.13493892644373,405,26742
14.333777030756789,406,26823
14.03122292335187,407,26876
18.83392920745076,408,26957
19.10920882695864,409,27024
26.83174566988086,410,27099
13.184727849187656,411,27155
30.27727703586243,412,27222
29.52371525064759,413,27278
7.949485823072431,414,27356
50.71964084102634,415,27417
11.626359826962508,416,27490
9.77422394205095,417,27554
12.732143721943034,418,27625
20.727350189659933,419,27695
46.3462419411408,420,27762
17.68430228176369,421,27836
32.35445567824266,422,27899
11.81487278403915,423,27965
10.60086212915337,424,28022
13.405005259135846,425,28089
4.29641684176572,426,28160
17.68929750759914,427,28207
22.983953189550647,428,28278
37.88279759236504,429,28327
9.679540573613854,430,28395
13.639606004619262,431,28471
16.619901669730325,432,28528
6.311823776603221,433,28615
13.207480812393943,434,28668
15.80928177661496,435,28736
19.22058339704319,436,28815
9.413802662321027,437,28880
13.36511322200616,438,28938
26.314310024862806,439,29009
35.94010233452283,440,29074
22.800701722255578,441,29130
15.906427885614692,442,29226
2.8106866633153484,443,29289
12.627329548582782,444,29354
12.167812012422534,445,29417
15.272452279836996,446,29503
5.232970261325086,447,29561
10.412132938646913,448,29619
2.766105908333325,449,29677
0.8871775178823318,450,29750
7.603314287537655,451,29799
16.325952241711054,452,29872
19.25464485280718,453,29928
10.751247059529728,454,30006
8.719130744396805,455,30077
3.922890557469188,456,30145
14.549964690852947,457,30214
13.839420954215253,458,30280
12.616817056634876,459,30360
25.75677555158996,460,30410
22.215871385666972,461,30481
15.853008670591253,462,30552
15.990723138507462,463,30629
3.8423208072734614,464,30680
7.103155546058737,465,30760
12.336505237369403,466,30823
11.525092991310615,467,30890
