objective_value,generation,evaluations
67502.68584098986,0,30
3291.7836906680895,1,108
17942.24785417337,2,191
2316.3066837241804,3,264
71184.46090396894,4,356
235368.12417337872,5,437
95682.14194939539,6,526
20301.900383843185,7,604
1714.4183802732612,8,677
1139.4114822684212,9,762
7024.369218979238,10,853
7024.369218979238,11,925
1134.498191395043,12,1005
828.6140125532959,13,1094
923.499340420866,14,1183
923.499340420866,15,1265
923.499340420866,16,1346
923.499340420866,17,1420
867.9943617113248,18,1501
3374.499823497892,19,1591
1084.1337978425734,20,1674
1301.9136402785696,21,1766
1182.3037091483748,22,1866
1182.3037091483748,23,1931
796.5879204714997,24,2018
1209.968577150219,25,2111
6036.3143118592925,26,2207
2640.2292000651364,27,2288
2363.5500582108502,28,2369
1348.0349615469263,29,2459
1153.9934940247713,30,2541
1348.0349615469263,31,2625
1164.0958374058634,32,2703
2716.7027603617958,33,2778
1280.511030592926,34,2857
637.2379340907714,35,2951
2616.549285864369,36,3025
2616.549285864369,37,3098
1242.558841660444,38,3177
549.5667350668442,39,3251
1903.6811343908607,40,3330
1903.6811343908607,41,3400
879.1522232620564,42,3499
3426.4126398436315,43,3589
1814.4709943020803,44,3662
1288.4103999598055,45,3752
1288.4103999598055,46,3826
7840.276003132272,47,3902
816.611965936597,48,3988
618.9852352415434,49,4076
1027.6171535210801,50,4163
1027.6171535210801,51,4244
1308.4493976439232,52,4332
1368.9858677087645,53,4418
597.4555482032646,54,4501
669.2824975047598,55,4587
827.3708973980108,56,4663
829.5888944555029,57,4738
757.6992211585919,58,4820
465.6850215004626,59,4900
980.1832714958944,60,4990
3193.931471119835,61,5071
952.9242032728744,62,5153
1200.9740246441638,63,5240
1085.289388924359,64,5314
616.2477581693362,65,5408
616.2477581693362,66,5486
796.047868424452,67,5561
1222.5434447080017,68,5656
569.3697779134025,69,5739
709.3423557064928,70,5829
217.4373048587581,71,5906
2247.664668951362,72,5981
1342.2939704280468,73,6049
2190.705240774144,74,6133
2248.417575065042,75,6229
710.9787719766341,76,6304
206.75872341924332,77,6390
710.9787719766341,78,6476
1602.7191967887845,79,6548
494.6455047780056,80,6619
1918.8608254452317,81,6713
1918.8608254452317,82,6804
27.472309194556647,83,6886
685.0949254613979,84,6967
2148.22824153291,85,7055
7242.068355187913,86,7139
869.4003407880473,87,7222
869.4003407880473,88,7291
2.3866736376670294,89,7377
714.110180316046,90,7465
608.4591231315311,91,7555
260.22119157826614,92,7625
260.22119157826614,93,7707
1303.8033719112395,94,7804
2624.5166362038663,95,7880
212.06640274833873,96,7953
1035.121393400298,97,8012
70.09810566758065,98,8091
70.09810566758065,99,8186
5207.432142767936,100,8274
1249.0366468358163,101,8354
93.03311391003878,102,8440
1001.0443399178323,103,8540
2159.513951785185,104,8628
1275.9031815571489,105,8716
1676.7429650281497,106,8795
1676.7429650281497,107,8876
7648.905166117292,108,8952
2112.68987073049,109,9028
36.976171697687434,110,9106
36.976171697687434,111,9180
314.9120006377672,112,9252
1345.558955127332,113,9340
1345.558955127332,114,9431
381.3735411770639,115,9511
126.98764668051435,116,9588
434.1123150318908,117,9679
1689.2230312218194,118,9767
1689.2230312218194,119,9830
1572.2322216364191,120,9917
7207.168004521179,121,9998
195.0107418385362,122,10071
69.1913212390206,123,10141
2603.755996378266,124,10227
3113.458702628043,125,10316
218.2001468042792,126,10400
117.73126836458927,127,10495
39.903861772340925,128,10584
39.903861772340925,129,10664
369.4857275078391,130,10742
369.4857275078391,131,10812
426.9046200976536,132,10907
288.88200211749734,133,10993
169.17311459340073,134,11080
112.83932922972949,135,11160
112.83932922972949,136,11233
126.44263763645219,137,11312
134.10587305009432,138,11397
71.79371635151848,139,11491
202.9852148697443,140,11581
229.3188229806042,141,11671
87.75681075907556,142,11763
831.9243339423258,143,11838
212.2671885878932,144,11931
337.4687502345653,145,12016
1795.3706030258438,146,12102
1967.2769548555732,147,12195
600.3462316020241,148,12290
2510.140200230779,149,12364
84.18627795552592,150,12449
675.2000168563842,151,12525
770.6607522689228,152,12611
62.06901763602925,153,12688
81.15885641492932,154,12770
105.47826621807577,155,12851
774.1532767320184,156,12945
774.1532767320184,157,13016
2764.2855550337795,158,13097
186.19247155468793,159,13195
56.31037233107017,160,13274
1340.8931116015883,161,13351
180.26823092940927,162,13433
180.26823092940927,163,13507
180.26823092940927,164,13594
180.26823092940927,165,13698
5.1713717466728655,166,13790
60.39911397474744,167,13875
743.2392026033291,168,13955
160.45942507454004,169,14036
2014.6865277815316,170,14128
2747.431615475263,171,14222
3244.4701666437213,172,14319
3505.4337995235533,173,14398
417.47003752603547,174,14465
70.1429819489991,175,14535
1376.8805487632512,176,14592
1655.3066298515866,177,14685
179.89974643766845,178,14781
370.40350297079925,179,14872
3380.2199273210163,180,14953
334.8768192813771,181,15042
145.24710170893042,182,15113
292.9699721606585,183,15183
130.38347325864078,184,15288
96.6999818324635,185,15371
225.68205679344766,186,15444
225.68205679344766,187,15518
15.16697865192585,188,15603
163.08941335253255,189,15690
121.42297325982067,190,15770
74.64190345726419,191,15852
74.64190345726419,192,15927
869.5416788666389,193,16005
6983.070976386772,194,16082
514.4846403119504,195,16169
1848.788620000915,196,16260
237.06530812334557,197,16342
591.3888713988754,198,16431
398.01406908251926,199,16508
591.3888713988754,200,16583
591.3888713988754,201,16672
591.3888713988754,202,16748
405.8266540359207,203,16827
3353.3633505840635,204,16910
332.2654274361931,205,16995
951.1381202273055,206,17090
951.1381202273055,207,17162
984.9443236312773,208,17240
1014.4677825097883,209,17326
1486.6514734117657,210,17411
1435.4730173344185,211,17497
2957.3339575353125,212,17590
2346.0506032995936,213,17674
739.0800260346136,214,17743
739.0800260346136,215,17826
276.7039962234633,216,17928
2039.6930900554007,217,18020
269.0506868412415,218,18114
845.2581045326806,219,18207
551.5845046017082,220,18286
253.08101896426828,221,18365
844.9645240659711,222,18440
396.76529322970504,223,18525
597.1661351811829,224,18602
1083.0639889927054,225,18680
194.2337922352989,226,18760
2588.9983409146994,227,18853
2418.0472686821163,228,18944
6317.531899968606,229,19030
134.50211200848702,230,19123
134.50211200848702,231,19216
833.4727436117284,232,19299
415.4166490270552,233,19376
1267.9266658434804,234,19467
710.7775091279176,235,19540
976.3599888055612,236,19633
580.0656110641992,237,19718
594.5171571735331,238,19782
223.06816887377707,239,19864
861.5769591376303,240,19941
956.4962215928615,241,20025
956.4962215928615,242,20100
12078.97139387397,243,20172
754.0151145016578,244,20254
754.0151145016578,245,20340
1321.1797469652101,246,20425
1518.5761650319694,247,20499
451.1626292571112,248,20582
755.6904013347175,249,20652
4321.10957099612,250,20730
938.5303165096223,251,20831
615.0592294576737,252,20920
948.2504814559998,253,21017
896.597488660415,254,21112
896.597488660415,255,21194
896.597488660415,256,21284
35552.49858892576,257,21363
1057.711804393008,258,21444
1469.818802069543,259,21526
1469.818802069543,260,21607
1930.0679493083558,261,21677
1246.2948750934238,262,21776
6857.86061577942,263,21851
1809.6528956898571,264,21931
843.6568171666642,265,22014
722.9000669490381,266,22088
940.5951564185071,267,22189
703.7238409146064,268,22264
615.1566687380566,269,22353
777.8650510157814,270,22439
3164.7743707881937,271,22512
949.2299182290622,272,22588
6455.786803091955,273,22653
